00601,18.180555,-66.749961
00602,18.362268,-67.176130
00603,18.455183,-67.119887
00606,18.158345,-66.932911
00610,18.290955,-67.125868
00612,18.402239,-66.711400
00616,18.420412,-66.671979
00617,18.445147,-66.559696
00622,17.991245,-67.153993
00623,18.083435,-67.153877
00624,18.063275,-66.715966
00627,18.415030,-66.861879
00631,18.190607,-66.832041
00637,18.076713,-66.947389
00638,18.291088,-66.513306
00641,18.262962,-66.714020
00646,18.433167,-66.285941
00647,17.963613,-66.947127
00650,18.349416,-66.578079
00652,18.451934,-66.603113
00653,17.985452,-66.888933
00656,18.053539,-66.792931
00659,18.407222,-66.809008
00660,18.134644,-67.116158
00662,18.467481,-67.015974
00664,18.213419,-66.589613
00667,18.003422,-67.035810
00669,18.270899,-66.866375
00670,18.236832,-66.990114
00674,18.422908,-66.489337
00676,18.377751,-67.080344
00677,18.332560,-67.227006
00678,18.434099,-66.927384
00680,18.181938,-67.133802
00682,18.221443,-67.156062
00683,18.107800,-67.037263
00685,18.332927,-66.959875
00687,18.318386,-66.418034
00688,18.382264,-66.626438
00690,18.495510,-67.098671
00692,18.410188,-66.336556
00693,18.423024,-66.397230
00694,18.482370,-66.391079
00698,18.064848,-66.856319
00703,18.248401,-66.130662
00704,17.965770,-66.219555
00705,18.128961,-66.266683
00707,18.013648,-65.920712
00714,18.000198,-66.042943
00715,18.011233,-66.560065
00716,17.990567,-66.607542
00717,18.003222,-66.614037
00718,18.231988,-65.759623
00719,18.289927,-66.253440
00720,18.217946,-66.428076
00723,18.043822,-66.015578
00725,18.218819,-66.042375
00727,18.215308,-66.073565
00728,17.989853,-66.664116
00729,18.329829,-65.885142
00730,18.030831,-66.616838
00731,18.108039,-66.634653
00735,18.252604,-65.682494
00736,18.103624,-66.151667
00738,18.304458,-65.698711
00739,18.177265,-66.160577
00740,18.331160,-65.634120
00741,18.163745,-65.754021
00745,18.352840,-65.817813
00751,18.001317,-66.252183
00754,18.147130,-65.976289
00757,17.995441,-66.391334
00765,18.130096,-65.439369
00766,18.133196,-66.476916
00767,18.069413,-65.896490
00769,18.103800,-66.357586
00771,18.187201,-65.871196
00772,18.438969,-65.905174
00773,18.343799,-65.726378
00775,18.327485,-65.295977
00777,18.224133,-65.908542
00778,18.263023,-65.979078
00780,18.102834,-66.568105
00782,18.225708,-66.221633
00783,18.303910,-66.326179
00784,18.010721,-66.133613
00786,18.155424,-66.229907
00791,18.136752,-65.821487
00794,18.199014,-66.309782
00795,18.060532,-66.499473
00901,18.465424,-66.104723
00906,18.464460,-66.094995
00907,18.452679,-66.078113
00909,18.441610,-66.067132
00911,18.451128,-66.056223
00912,18.445289,-66.060139
00913,18.449970,-66.042664
00915,18.437179,-66.045571
00917,18.420674,-66.050105
00918,18.421022,-66.065789
00920,18.414292,-66.088042
00921,18.392273,-66.088552
00923,18.409307,-66.038888
00924,18.399196,-66.012452
00925,18.400296,-66.050602
00926,18.345400,-66.051545
00927,18.387953,-66.072098
00934,18.411313,-66.124234
00936,18.395463,-66.073772
00949,18.430696,-66.212833
00950,18.463692,-66.234559
00951,18.427530,-66.253789
00952,18.427441,-66.182032
00953,18.360727,-66.251526
00956,18.319539,-66.168891
00957,18.368533,-66.187693
00959,18.388924,-66.154999
00960,18.416919,-66.145795
00961,18.412230,-66.165168
00962,18.442299,-66.145357
00965,18.433757,-66.114752
00966,18.401536,-66.117584
00968,18.406077,-66.101223
00969,18.368062,-66.108062
00971,18.318832,-66.119215
00976,18.336408,-65.994057
00979,18.444389,-66.030129
00982,18.411261,-65.992045
00983,18.418007,-65.977070
00985,18.408588,-65.946933
00987,18.338161,-65.941083
01001,42.062332,-72.628274
01002,42.363977,-72.458507
01003,42.389941,-72.524108
01005,42.418848,-72.106598
01007,42.279010,-72.400468
01008,42.191846,-72.957325
01009,42.211969,-72.341433
01010,42.129477,-72.205302
01011,42.300281,-72.968716
01012,42.375425,-72.858192
01013,42.154904,-72.602804
01020,42.172698,-72.561835
01022,42.197741,-72.542713
01026,42.465495,-72.918267
01027,42.295008,-72.751877
01028,42.059614,-72.501234
01029,42.193395,-73.044647
01030,42.072925,-72.686972
01031,42.329398,-72.198190
01032,42.457613,-72.814780
01033,42.244958,-72.500034
01034,42.098207,-72.961272
01035,42.356482,-72.568576
01036,42.062946,-72.417297
01037,42.367961,-72.188710
01038,42.385496,-72.606929
01039,42.404278,-72.688922
01040,42.211656,-72.642448
01050,42.286750,-72.869693
01053,42.356301,-72.713584
01054,42.469588,-72.484502
01056,42.188865,-72.459078
01057,42.093596,-72.321494
01060,42.321488,-72.630588
01062,42.328314,-72.703923
01063,42.318882,-72.638530
01066,42.406903,-72.655018
01068,42.350862,-72.044248
01069,42.187794,-72.308469
01070,42.518446,-72.919017
01071,42.160060,-72.873853
01072,42.456968,-72.417244
01073,42.226949,-72.741588
01074,42.387603,-72.093230
01075,42.256346,-72.580763
01077,42.052570,-72.777353
01079,42.197424,-72.327020
01080,42.182218,-72.365654
01081,42.061313,-72.234411
01082,42.293533,-72.278599
01083,42.203642,-72.194599
01084,42.392370,-72.882235
01085,42.153503,-72.771602
01086,42.130446,-72.793967
01088,42.391709,-72.646494
01089,42.125451,-72.649734
01092,42.191868,-72.235108
01093,42.435121,-72.654963
01094,42.359108,-72.136800
01095,42.127327,-72.427404
01096,42.397140,-72.763572
01097,42.178038,-72.832612
01098,42.394315,-72.943115
01103,42.104106,-72.592027
01104,42.134009,-72.565378
01105,42.095207,-72.577579
01106,42.047565,-72.571130
01107,42.121060,-72.607068
01108,42.080692,-72.560791
01109,42.119674,-72.549726
01118,42.093732,-72.525905
01119,42.124978,-72.511210
01128,42.092296,-72.489135
01129,42.119062,-72.487401
01151,42.151860,-72.509131
01199,42.120563,-72.604468
01201,42.448236,-73.273727
01220,42.623799,-73.116736
01222,42.058703,-73.322175
01223,42.312225,-73.110124
01224,42.513356,-73.195594
01225,42.563363,-73.153566
01226,42.481119,-73.135073
01229,42.276338,-73.335896
01230,42.172941,-73.324463
01235,42.430620,-73.064073
01236,42.266496,-73.378393
01237,42.547818,-73.268033
01238,42.297501,-73.230148
01240,42.367862,-73.269768
01242,42.333734,-73.249199
01243,42.350122,-73.024112
01244,42.118094,-73.257497
01245,42.186893,-73.223105
01247,42.698437,-73.084090
01253,42.206683,-73.113214
01254,42.382019,-73.365492
01255,42.107496,-73.118607
01256,42.594166,-73.022320
01257,42.085245,-73.367482
01258,42.109280,-73.462886
01259,42.075469,-73.234376
01260,42.295696,-73.342543
01262,42.292202,-73.319209
01264,42.231590,-73.202428
01266,42.312338,-73.387824
01267,42.671616,-73.246981
01270,42.515272,-73.031166
01301,42.626761,-72.601530
01330,42.513947,-72.821517
01331,42.562408,-72.191080
01337,42.689307,-72.582249
01338,42.572652,-72.824428
01339,42.603776,-72.889644
01340,42.694726,-72.711079
01341,42.496937,-72.709414
01342,42.543889,-72.609458
01343,42.657625,-72.978931
01344,42.613418,-72.426427
01346,42.693275,-72.823113
01347,42.559294,-72.518753
01349,42.563061,-72.482122
01350,42.727772,-72.985346
01351,42.539880,-72.521689
01354,42.624076,-72.508643
01355,42.458522,-72.327219
01360,42.677091,-72.453876
01364,42.615152,-72.289902
01366,42.475621,-72.192468
01367,42.695532,-72.909148
01368,42.679456,-72.176935
01370,42.593338,-72.726941
01373,42.473862,-72.615612
01375,42.466762,-72.546855
01376,42.595280,-72.555002
01378,42.673533,-72.353213
01379,42.556310,-72.407148
01420,42.584925,-71.816862
01430,42.657005,-71.923442
01431,42.676293,-71.832523
01432,42.566573,-71.575135
01434,42.539088,-71.611613
01436,42.603374,-72.088395
01438,42.562243,-72.031402
01440,42.586516,-71.988062
01450,42.611760,-71.565269
01451,42.501908,-71.568201
01452,42.489598,-72.002878
01453,42.519960,-71.763075
01460,42.535931,-71.490569
01462,42.582607,-71.720464
01463,42.670643,-71.602858
01464,42.573654,-71.640986
01467,42.492367,-71.609303
01468,42.542767,-72.068345
01469,42.665059,-71.695333
01473,42.554600,-71.905440
01474,42.669685,-71.752751
